lote,tiempo_h,estrategia,real_g_l,predicho_g_l,referencia_g_l,error_g_l,error_absoluto_g_l,tramo_h,nivel_concentracion
1,10.0,Receta,0.00097327,0.003490725,0.0009724849999999999,-0.002517455066512823,0.002517455066512823,0–50,Baja
1,10.2,Receta,0.00097265,0.012257229,0.000971815,-0.0112845786054492,0.0112845786054492,0–50,Baja
1,10.4,Receta,0.00097204,0.018512119,0.00097115,-0.017540078607759475,0.017540078607759475,0–50,Baja
1,10.6,Receta,0.00097143,0.0134595875,0.00097049,-0.012488157469696998,0.012488157469696998,0–50,Baja
1,10.8,Receta,0.00097082,0.0067806332,0.000969825,-0.0058098132372128965,0.0058098132372128965,0–50,Baja
1,11.0,Receta,0.00097019,0.008514067,0.00096915,-0.007543877158102989,0.007543877158102989,0–50,Baja
1,11.2,Receta,0.00096956,0.010205812,0.0009684400000000001,-0.009236251820924283,0.009236251820924283,0–50,Baja
1,11.4,Receta,0.00096891,0.04211901,0.0009677749999999999,-0.041150101282920834,0.041150101282920834,0–50,Baja
1,11.6,Receta,0.00096826,0.041633338,0.00096721,-0.04066507773612976,0.04066507773612976,0–50,Baja
1,11.8,Receta,0.0009676,0.04422722,0.000966655,-0.04325962011804581,0.04325962011804581,0–50,Baja
1,12.0,Receta,0.00096693,0.041178297,0.0009661299999999999,-0.04021136725146294,0.04021136725146294,0–50,Baja
1,12.2,Receta,0.00096622,0.027256997,0.000965395,-0.026290777302174568,0.026290777302174568,0–50,Baja
1,12.4,Receta,0.00096551,0.0,0.000964705,0.00096551,0.00096551,0–50,Baja
1,12.6,Receta,0.00096484,0.0,0.00096405,0.00096484,0.00096484,0–50,Baja
1,12.8,Receta,0.00096422,0.030743893,0.0009633949999999999,-0.029779673235921858,0.029779673235921858,0–50,Baja
1,13.0,Receta,0.00096365,0.0,0.00096271,0.00096365,0.00096365,0–50,Baja
1,13.2,Receta,0.00096311,0.0,0.000962025,0.00096311,0.00096311,0–50,Baja
1,13.4,Receta,0.00096254,0.011648407,0.000961365,-0.010685867205939293,0.010685867205939293,0–50,Baja
1,13.6,Receta,0.00096194,0.016270755,0.000960735,-0.015308814858851433,0.015308814858851433,0–50,Baja
1,13.8,Receta,0.00096128,0.002354821,0.0009601,-0.0013935409574073552,0.0013935409574073552,0–50,Baja
1,14.0,Receta,0.00096059,0.022752864,0.00095949,-0.02179227428630352,0.02179227428630352,0–50,Baja
1,14.2,Receta,0.00095989,0.0,0.000958855,0.00095989,0.00095989,0–50,Baja
1,14.4,Receta,0.00095921,0.0,0.000958155,0.00095921,0.00095921,0–50,Baja
1,14.6,Receta,0.00095857,0.0,0.0009574550000000001,0.00095857,0.00095857,0–50,Baja
1,14.8,Receta,0.00095798,0.0,0.00095677,0.00095798,0.00095798,0–50,Baja
1,15.0,Receta,0.00095742,0.0,0.00095618,0.00095742,0.00095742,0–50,Baja
1,15.2,Receta,0.00095685,0.0072177094,0.00095578,-0.006260859440737962,0.006260859440737962,0–50,Baja
1,15.4,Receta,0.00095625,0.01723559,0.000955205,-0.016279340144991876,0.016279340144991876,0–50,Baja
1,15.6,Receta,0.00095563,0.023393266,0.00095466,-0.022437635902996064,0.022437635902996064,0–50,Baja
1,15.8,Receta,0.00095499,0.024602635,0.000954085,-0.023647644832262994,0.023647644832262994,0–50,Baja
1,16.0,Receta,0.00095435,0.009741733,0.0009535500000000001,-0.008787382850670815,0.008787382850670815,0–50,Baja
1,16.2,Receta,0.00095358,0.012692891,0.0009528,-0.011739311061305999,0.011739311061305999,0–50,Baja
1,16.4,Receta,0.00095282,0.02332933,0.00095201,-0.02237651060824871,0.02237651060824871,0–50,Baja
1,16.6,Receta,0.00095204,0.0196274,0.000951165,-0.0186753597426033,0.0186753597426033,0–50,Baja
1,16.8,Receta,0.00095123,0.014627547,0.0009502600000000001,-0.0136763170033288,0.0136763170033288,0–50,Baja
1,17.0,Receta,0.00095039,0.015935656,0.00094931,-0.014985265683279037,0.014985265683279037,0–50,Baja
1,17.2,Receta,0.00094954,0.023086106,0.0009483250000000001,-0.022136566404662134,0.022136566404662134,0–50,Baja
1,17.4,Receta,0.00094868,0.055275638,0.00094737,-0.05432695765645027,0.05432695765645027,0–50,Baja
1,17.6,Receta,0.00094784,0.040652473,0.0009464899999999999,-0.03970463252583504,0.03970463252583504,0–50,Baja
1,17.8,Receta,0.000947,0.03478748,0.00094562,-0.03384047978806495,0.03384047978806495,0–50,Baja
1,18.0,Receta,0.0009462,0.017108077,0.000944765,-0.01616187718336582,0.01616187718336582,0–50,Baja
1,18.2,Receta,0.0009454,0.016239643,0.0009439299999999999,-0.015294243096923827,0.015294243096923827,0–50,Baja
1,18.4,Receta,0.00094462,0.020928873,0.00094312,-0.019984252749209404,0.019984252749209404,0–50,Baja
1,18.6,Receta,0.00094384,0.016185991,0.0009423249999999999,-0.01524215146604538,0.01524215146604538,0–50,Baja
1,18.8,Receta,0.00094305,0.014093541,0.00094153,-0.013150490608882903,0.013150490608882903,0–50,Baja
1,19.0,Receta,0.00094224,0.012753983,0.0009407199999999999,-0.01181174302823305,0.01181174302823305,0–50,Baja
1,19.2,Receta,0.00094142,0.023477525,0.0009399,-0.022536104518966676,0.022536104518966676,0–50,Baja
1,19.4,Receta,0.00094059,0.026071403,0.00093905,-0.02513081317559242,0.02513081317559242,0–50,Baja
1,19.6,Receta,0.00093977,0.026071403,0.000938185,-0.025131633175592423,0.025131633175592423,0–50,Baja
1,19.8,Receta,0.00093895,0.006281583,0.000937315,-0.0053426331042826175,0.0053426331042826175,0–50,Baja
1,20.0,Receta,0.00093814,0.006548031,0.00093644,-0.005609890767589808,0.005609890767589808,0–50,Baja
1,20.2,Receta,0.00093711,0.045898575,0.000935335,-0.044961465335741045,0.044961465335741045,0–50,Baja
1,20.4,Receta,0.00093607,0.051168103,0.0009342,-0.05023203277104378,0.05023203277104378,0–50,Baja
1,20.6,Receta,0.00093498,0.025521334,0.00093301,-0.024586354260702135,0.024586354260702135,0–50,Baja
1,20.8,Receta,0.00093384,0.0013591141,0.0009317450000000001,-0.0004252740741482377,0.0004252740741482377,0–50,Baja
1,21.0,Receta,0.00093265,0.007036622,0.0009304000000000001,-0.006103972148007154,0.006103972148007154,0–50,Baja
1,21.2,Receta,0.00093141,0.0,0.00092896,0.00093141,0.00093141,0–50,Baja
1,21.4,Receta,0.00093011,0.0,0.00092741,0.00093011,0.00093011,0–50,Baja
1,21.6,Receta,0.00092876,0.012012654,0.0009258350000000001,-0.011083893984129428,0.011083893984129428,0–50,Baja
1,21.8,Receta,0.00092736,0.0016601016,0.000924255,-0.0007327415813648701,0.0007327415813648701,0–50,Baja
1,22.0,Receta,0.00092591,0.0,0.0009226799999999999,0.00092591,0.00092591,0–50,Baja
1,22.2,Receta,0.00092441,0.0,0.0009211099999999999,0.00092441,0.00092441,0–50,Baja
1,22.4,Receta,0.00092287,0.0,0.00091955,0.00092287,0.00092287,0–50,Baja
1,22.6,Receta,0.00092132,0.0,0.00091799,0.00092132,0.00092132,0–50,Baja
1,22.8,Receta,0.00091977,0.004846297,0.000916435,-0.003926527204494476,0.003926527204494476,0–50,Baja
1,23.0,Receta,0.00091823,0.0047260844,0.000914885,-0.003807854414869547,0.003807854414869547,0–50,Baja
1,23.2,Receta,0.00091668,0.0047260844,0.00091334,-0.003809404414869547,0.003809404414869547,0–50,Baja
1,23.4,Receta,0.00091515,0.0,0.000911795,0.00091515,0.00091515,0–50,Baja
1,23.6,Receta,0.00091362,0.0,0.00091026,0.00091362,0.00091362,0–50,Baja
1,23.8,Receta,0.00091209,0.0012912671,0.000908725,-0.0003791771081721783,0.0003791771081721783,0–50,Baja
1,24.0,Receta,0.00091056,0.0012912671,0.0009071999999999999,-0.00038070710817217823,0.00038070710817217823,0–50,Baja
1,24.2,Receta,0.015465,0.028461099,0.020848,-0.012996098670959473,0.012996098670959473,0–50,Baja
1,24.4,Receta,0.032763,0.0,0.0439585,0.032763,0.032763,0–50,Baja
1,24.6,Receta,0.049979,0.028963186,0.0669145,0.02101581415319443,0.02101581415319443,0–50,Baja
1,24.8,Receta,0.067269,0.087904945,0.09043799999999999,-0.020635945015907292,0.020635945015907292,0–50,Baja
1,25.0,Receta,0.08488,0.03751212,0.11432500000000001,0.04736788014054298,0.04736788014054298,0–50,Baja
1,25.2,Receta,0.10275,0.15140691,0.13834000000000002,-0.048656913995742804,0.048656913995742804,0–50,Baja
1,25.4,Receta,0.12142,0.09334435,0.16312,0.028075646860599518,0.028075646860599518,0–50,Baja
1,25.6,Receta,0.14038,0.14514928,0.18853999999999999,-0.004769275660514827,0.004769275660514827,0–50,Baja
1,25.8,Receta,0.16038,0.15752713,0.21455,0.0028528661775588937,0.0028528661775588937,0–50,Baja
1,26.0,Receta,0.18051,0.19098845,0.24114999999999998,-0.010478451242446896,0.010478451242446896,0–50,Baja
1,26.2,Receta,0.20077,0.27764073,0.26749500000000004,-0.07687073014259338,0.07687073014259338,0–50,Baja
1,26.4,Receta,0.22149,0.26080608,0.294075,-0.039316083679199226,0.039316083679199226,0–50,Baja
1,26.6,Receta,0.24241,0.28115433,0.32079,-0.03874433454513551,0.03874433454513551,0–50,Baja
1,26.8,Receta,0.26351,0.28152376,0.34767000000000003,-0.018013764133453347,0.018013764133453347,0–50,Baja
1,27.0,Receta,0.28543,0.37958118,0.37485999999999997,-0.09415118319511412,0.09415118319511412,0–50,Baja
1,27.2,Receta,0.30762,0.37558398,0.40229,-0.06796397650718689,0.06796397650718689,0–50,Baja
1,27.4,Receta,0.3298,0.33505803,0.430025,-0.005258033466339129,0.005258033466339129,0–50,Baja
1,27.6,Receta,0.35212,0.34087786,0.458175,0.011242139215469349,0.011242139215469349,0–50,Baja
1,27.8,Receta,0.37468,0.5042015,0.486615,-0.1295214718055725,0.1295214718055725,0–50,Baja
1,28.0,Receta,0.39754,0.5258264,0.5154799999999999,-0.12828639455795288,0.12828639455795288,0–50,Baja
1,28.2,Receta,0.41529,0.53290933,0.540895,-0.11761933370590211,0.11761933370590211,0–50,Baja
1,28.4,Receta,0.43233,0.5499802,0.566455,-0.11765022317886353,0.11765022317886353,0–50,Baja
1,28.6,Receta,0.44924,0.52666587,0.59219,-0.07742586637496951,0.07742586637496951,0–50,Baja
1,28.8,Receta,0.46686,0.5968829,0.617985,-0.1300228797340393,0.1300228797340393,0–50,Baja
1,29.0,Receta,0.48508,0.56309813,0.64401,-0.07801813261032103,0.07801813261032103,0–50,Baja
1,29.2,Receta,0.50446,0.5172516,0.670265,-0.01279161075592039,0.01279161075592039,0–50,Baja
1,29.4,Receta,0.52479,0.582924,0.696985,-0.05813400836944582,0.05813400836944582,0–50,Baja
1,29.6,Receta,0.54615,0.6539992,0.7242850000000001,-0.10784920940399167,0.10784920940399167,0–50,Baja
1,29.8,Receta,0.5677,0.7163217,0.75179,-0.1486217067718506,0.1486217067718506,0–50,Baja
1,30.0,Receta,0.58969,0.7322387,0.7794,-0.14254870992660518,0.14254870992660518,0–50,Baja
1,30.2,Receta,0.61246,0.7885296,0.8073250000000001,-0.17606957487106323,0.17606957487106323,0–50,Baja
1,30.4,Receta,0.63558,0.85468143,0.83554,-0.21910143224716183,0.21910143224716183,0–50,Baja
1,30.6,Receta,0.65872,0.85189766,0.86368,-0.19317765691757205,0.19317765691757205,0–50,Baja
1,30.8,Receta,0.68167,0.84590644,0.8919349999999999,-0.16423643644332886,0.16423643644332886,0–50,Baja
1,31.0,Receta,0.70427,0.8319268,0.920335,-0.12765682266235356,0.12765682266235356,0–50,Baja
1,31.2,Receta,0.72684,0.9029888,0.948635,-0.17614879146575924,0.17614879146575924,0–50,Baja
1,31.4,Receta,0.74975,1.0179008,0.977255,-0.26815082454681394,0.26815082454681394,0–50,Baja
1,31.6,Receta,0.77397,0.9987081,1.0059,-0.22473812892913814,0.22473812892913814,0–50,Baja
1,31.8,Receta,0.79883,1.0097661,1.03525,-0.21093610183715816,0.21093610183715816,0–50,Baja
1,32.0,Receta,0.82367,1.0361183,1.0651000000000002,-0.2124482689666748,0.2124482689666748,0–50,Baja
1,32.2,Receta,0.84346,1.1053889,1.09005,-0.261928879776001,0.261928879776001,0–50,Baja
1,32.4,Receta,0.86269,1.0865207,1.11645,-0.22383067184448247,0.22383067184448247,0–50,Baja
1,32.6,Receta,0.88244,1.0759481,1.1446999999999998,-0.19350811916351318,0.19350811916351318,0–50,Baja
1,32.8,Receta,0.90323,1.0619007,1.1731500000000001,-0.15867073490142825,0.15867073490142825,0–50,Baja
1,33.0,Receta,0.92505,1.0541804,1.2023000000000001,-0.12913038368225094,0.12913038368225094,0–50,Baja
1,33.2,Receta,0.94832,1.141322,1.2325,-0.19300201671600337,0.19300201671600337,0–50,Baja
1,33.4,Receta,0.97227,1.153416,1.2633,-0.1811460375595093,0.1811460375595093,0–50,Baja
1,33.6,Receta,0.99712,1.1573749,1.29465,-0.16025485885620117,0.16025485885620117,0–50,Baja
1,33.8,Receta,1.0234,1.2362037,1.32645,-0.2128036705017089,0.2128036705017089,0–50,Baja
1,34.0,Receta,1.0498,1.3122638,1.3586,-0.26246384639739984,0.26246384639739984,0–50,Baja
1,34.2,Receta,1.0764,1.3482376,1.3912,-0.27183763370513914,0.27183763370513914,0–50,Baja
1,34.4,Receta,1.103,1.3579834,1.4236499999999999,-0.2549833507537842,0.2549833507537842,0–50,Baja
1,34.6,Receta,1.1296,1.3736105,1.45655,-0.24401049652099616,0.24401049652099616,0–50,Baja
1,34.8,Receta,1.1566,1.3844998,1.4895,-0.22789978828430169,0.22789978828430169,0–50,Baja
1,35.0,Receta,1.1845,1.5049495,1.5228000000000002,-0.3204494504928588,0.3204494504928588,0–50,Baja
1,35.2,Receta,1.2134,1.5311913,1.5562,-0.317791349029541,0.317791349029541,0–50,Baja
1,35.4,Receta,1.2425,1.5518082,1.5897000000000001,-0.30930823802948004,0.30930823802948004,0–50,Baja
1,35.6,Receta,1.2717,1.5518082,1.62345,-0.28010823802947993,0.28010823802947993,0–50,Baja
1,35.8,Receta,1.3012,1.6722205,1.6575,-0.37102046852111825,0.37102046852111825,0–50,Baja
1,36.0,Receta,1.3316,1.6845099,1.6914,-0.35290987339019786,0.35290987339019786,0–50,Baja
1,36.2,Receta,1.3596,1.6897291,1.72335,-0.33012909450531014,0.33012909450531014,0–50,Baja
1,36.4,Receta,1.3884,1.700817,1.75735,-0.31241698894500725,0.31241698894500725,0–50,Baja
1,36.6,Receta,1.4172,1.700817,1.7920500000000001,-0.2836169889450073,0.2836169889450073,0–50,Baja
1,36.8,Receta,1.4467,1.8506318,1.8271000000000002,-0.40393183307647695,0.40393183307647695,0–50,Baja
1,37.0,Receta,1.4771,1.8547014,1.8622,-0.37760139980316154,0.37760139980316154,0–50,Baja
1,37.2,Receta,1.5078,1.8531082,1.8975,-0.3453081676483154,0.3453081676483154,0–50,Baja
1,37.4,Receta,1.5395,1.8578715,1.93405,-0.31837153244018546,0.31837153244018546,0–50,Baja
1,37.6,Receta,1.5719,1.9914892,1.9708,-0.41958917198181145,0.41958917198181145,0–50,Baja
1,37.8,Receta,1.6041,2.000576,2.00765,-0.3964760192871093,0.3964760192871093,0–50,Baja
1,38.0,Receta,1.6367,2.0058646,2.04425,-0.3691646202087402,0.3691646202087402,0–50,Baja
1,38.2,Receta,1.6694,2.0074599,2.08085,-0.3380598789215088,0.3380598789215088,0–50,Baja
1,38.4,Receta,1.7024,2.1472714,2.1180000000000003,-0.44487139472961434,0.44487139472961434,0–50,Baja
1,38.6,Receta,1.7364,2.1564407,2.1551,-0.4200407348632813,0.4200407348632813,0–50,Baja
1,38.8,Receta,1.7704,2.160613,2.19245,-0.3902130599975586,0.3902130599975586,0–50,Baja
1,39.0,Receta,1.8042,2.1640832,2.23165,-0.3598832424163818,0.3598832424163818,0–50,Baja
1,39.2,Receta,1.8383,2.1651971,2.27055,-0.3268971340179443,0.3268971340179443,0–50,Baja
1,39.4,Receta,1.8732,2.2950025,2.30925,-0.42180246047973635,0.42180246047973635,0–50,Baja
1,39.6,Receta,1.9078,2.2874799,2.34835,-0.3796798774719239,0.3796798774719239,0–50,Baja
1,39.8,Receta,1.9427,2.2885938,2.3871,-0.34589376907348623,0.34589376907348623,0–50,Baja
1,40.0,Receta,1.9777,2.2895942,2.4263500000000002,-0.31189417343139647,0.31189417343139647,0–50,Baja
1,40.2,Receta,2.0113,2.677763,2.4625500000000002,-0.6664629852294923,0.6664629852294923,0–50,Baja
1,40.4,Receta,2.0445,2.687663,2.4993,-0.6431630783081053,0.6431630783081053,0–50,Baja
1,40.6,Receta,2.0785,2.6787663,2.53695,-0.6002662506103515,0.6002662506103515,0–50,Baja
1,40.8,Receta,2.1127,2.7098196,2.5746,-0.597119555282593,0.597119555282593,0–50,Baja
1,41.0,Receta,2.1468,2.7893498,2.61335,-0.6425497943878176,0.6425497943878176,0–50,Baja
1,41.2,Receta,2.1814,2.8406744,2.6524,-0.6592744003295898,0.6592744003295898,0–50,Baja
1,41.4,Receta,2.216,2.7957413,2.69285,-0.5797413196563719,0.5797413196563719,0–50,Baja
1,41.6,Receta,2.2515,2.7465637,2.734,-0.4950636730194091,0.4950636730194091,0–50,Baja
1,41.8,Receta,2.2874,2.7552927,2.77545,-0.4678926540374757,0.4678926540374757,0–50,Baja
1,42.0,Receta,2.3235,2.8749497,2.81715,-0.5514496936798094,0.5514496936798094,0–50,Baja
1,42.2,Receta,2.3599,2.8822384,2.85905,-0.5223383880615233,0.5223383880615233,0–50,Baja
1,42.4,Receta,2.3967,2.95098,2.9014499999999996,-0.5542799480438232,0.5542799480438232,0–50,Baja
1,42.6,Receta,2.4336,2.989738,2.944,-0.5561379875183103,0.5561379875183103,0–50,Baja
1,42.8,Receta,2.471,3.0176322,2.9867,-0.546632246017456,0.546632246017456,0–50,Baja
1,43.0,Receta,2.5083,3.171027,3.028,-0.6627269451141355,0.6627269451141355,0–50,Baja
1,43.2,Receta,2.5457,3.1401389,3.0689,-0.5944388645172118,0.5944388645172118,0–50,Baja
1,43.4,Receta,2.5829,3.1143718,3.10985,-0.5314717765808106,0.5314717765808106,0–50,Baja
1,43.6,Receta,2.6205,3.0603552,3.15125,-0.4398551864624025,0.4398551864624025,0–50,Baja
1,43.8,Receta,2.6583,3.1640205,3.19265,-0.505720538330078,0.505720538330078,0–50,Baja
1,44.0,Receta,2.6962,3.2106884,3.2344,-0.5144883525848387,0.5144883525848387,0–50,Baja
1,44.2,Receta,2.7327,3.3233714,3.2733499999999998,-0.5906714103698731,0.5906714103698731,0–50,Baja
1,44.4,Receta,2.7694,3.395111,3.3131,-0.6257110839843749,0.6257110839843749,0–50,Baja
1,44.6,Receta,2.8059,3.412967,3.35345,-0.6070669666290285,0.6070669666290285,0–50,Baja
1,44.8,Receta,2.8426,3.4206169,3.3941999999999997,-0.578016865158081,0.578016865158081,0–50,Baja
1,45.0,Receta,2.8793,3.4774308,3.4354,-0.5981308204650877,0.5981308204650877,0–50,Baja
1,45.2,Receta,2.9161,3.516746,3.4772499999999997,-0.6006460441589354,0.6006460441589354,0–50,Baja
1,45.4,Receta,2.9538,3.5508125,3.5197000000000003,-0.5970124828338621,0.5970124828338621,0–50,Baja
1,45.6,Receta,2.9917,3.5375419,3.5625999999999998,-0.5458418663024904,0.5458418663024904,0–50,Baja
1,45.8,Receta,3.0301,3.6345007,3.60595,-0.6044007419586181,0.6044007419586181,0–50,Baja
1,46.0,Receta,3.0683,3.7242887,3.64945,-0.6559887020111086,0.6559887020111086,0–50,Baja
1,46.2,Receta,3.1064,3.7700534,3.6933,-0.6636533866882326,0.6636533866882326,0–50,Baja
1,46.4,Receta,3.1443,3.8094249,3.73735,-0.6651248771667482,0.6651248771667482,0–50,Baja
1,46.6,Receta,3.1825,3.8208554,3.7817,-0.6383553791046142,0.6383553791046142,0–50,Baja
1,46.8,Receta,3.2209,3.8221915,3.8266,-0.6012914768218995,0.6012914768218995,0–50,Baja
1,47.0,Receta,3.26,3.8112772,3.8719,-0.5512771511077883,0.5512771511077883,0–50,Baja
1,47.2,Receta,3.299,3.818308,3.9174499999999997,-0.5193081150054932,0.5193081150054932,0–50,Baja
1,47.4,Receta,3.3383,4.0025735,3.9632,-0.6642734901428224,0.6642734901428224,0–50,Baja
1,47.6,Receta,3.3777,4.0349574,4.0091,-0.6572574089050294,0.6572574089050294,0–50,Baja
1,47.8,Receta,3.4176,4.0404067,4.055400000000001,-0.6228067039489744,0.6228067039489744,0–50,Baja
1,48.0,Receta,3.4578,4.0371614,4.1017,-0.5793613502502439,0.5793613502502439,0–50,Baja
1,48.2,Receta,3.4969,4.196995,4.1468,-0.7000947814941405,0.7000947814941405,0–50,Baja
1,48.4,Receta,3.5358,4.1970105,4.19185,-0.6612105171203613,0.6612105171203613,0–50,Baja
1,48.6,Receta,3.5755,4.242445,4.2367,-0.6669449920654298,0.6669449920654298,0–50,Baja
1,48.8,Receta,3.6156,4.224829,4.28215,-0.6092291969299315,0.6092291969299315,0–50,Baja
1,49.0,Receta,3.6558,4.310583,4.32765,-0.6547831146240233,0.6547831146240233,0–50,Baja
1,49.2,Receta,3.6963,4.338694,4.3733,-0.6423940956115723,0.6423940956115723,0–50,Baja
1,49.4,Receta,3.7379,4.3584714,4.41905,-0.6205713935852053,0.6205713935852053,0–50,Baja
1,49.6,Receta,3.7801,4.372096,4.465199999999999,-0.591996061706543,0.591996061706543,0–50,Baja
1,49.8,Receta,3.8224,4.459053,4.511699999999999,-0.6366530395507812,0.6366530395507812,0–50,Baja
1,50.0,Receta,3.8647,4.497506,4.55855,-0.6328061416625976,0.6328061416625976,0–50,Baja
1,50.2,Receta,3.9012,4.660453,4.5985499999999995,-0.7592528427124026,0.7592528427124026,50–100,Baja
1,50.4,Receta,3.9376,4.589185,4.6384,-0.6515852378845213,0.6515852378845213,50–100,Baja
1,50.6,Receta,3.9737,4.611541,4.6784,-0.6378407943725586,0.6378407943725586,50–100,Baja
1,50.8,Receta,4.0097,4.6571383,4.7181999999999995,-0.6474383476257328,0.6474383476257328,50–100,Baja
1,51.0,Receta,4.0456,4.8039007,4.7583,-0.7583007186889645,0.7583007186889645,50–100,Baja
1,51.2,Receta,4.0816,4.8358293,4.7981,-0.754229257965088,0.754229257965088,50–100,Baja
1,51.4,Receta,4.1175,4.800424,4.8378499999999995,-0.6829240989685061,0.6829240989685061,50–100,Baja
